Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Search
ZS,zscaler ,67.19,8341443447,,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/zs,ZS zscaler 
SAGE,sage therapeutics ,158.19,8055982516,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage,SAGE sage therapeutics 
SEIC,sei investments company,52.39,8051824601,,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic,SEIC sei investments company
ANGI,angi homeservices ,15.87,7999096407,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,ANGI angi homeservices 
GLPI,gaming and leisure properties ,37.04,7950211299,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi,GLPI gaming and leisure properties 
IQ,iqiyi ,27.02,7886664096,291882461,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq,IQ iqiyi 
STLD,steel dynamics ,35.12,7870576240,,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld,STLD steel dynamics 
JAZZ,jazz pharmaceuticals plc,136.71,7800088985,,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz,JAZZ jazz pharmaceuticals plc
LAMR,lamar advertising company,77.78,7745591174,,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr,LAMR lamar advertising company
Z,zillow group ,37.7,7713329633,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/z,Z zillow group 
RYAAY,ryanair holdings plc,76.14,7676874661,100825777,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay,RYAAY ryanair holdings plc
NBIX,neurocrine biosciences ,84.39,7664406722,,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nbix,NBIX neurocrine biosciences 
HDS,hd supply holdings ,42.99,7657045885,,2013,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hds,HDS hd supply holdings 
DOX,amdocs limited,54.73,7608126760,,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,DOX amdocs limited
QRTEA,qurate retail ,17.24,7496092178,,,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrtea,QRTEA qurate retail 
UHAL,amerco,379.09,7433116353,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,UHAL amerco
SBNY,signature bank,134.46,7408184226,,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny,SBNY signature bank
TECH,bio-techne ,195.65,7388917900,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech,TECH bio-techne 
VMBS,vanguard mortgage-backed securities etf,51.93,7385857821,,,,,https://www.nasdaq.com/symbol/vmbs,VMBS vanguard mortgage-backed securities etf
EXEL,exelixis ,24.53,7362179824,,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel,EXEL exelixis 
ICLR,icon plc,134.64,7266750496,,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iclr,ICLR icon plc
CDK,cdk global ,58.02,7235810257,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk,CDK cdk global 
MDB,mongodb ,134.23,7195204785,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb,MDB mongodb 
IEI,ishares 3-7 year treasury bond etf,122.11,7180068000,,,,,https://www.nasdaq.com/symbol/iei,IEI ishares 3-7 year treasury bond etf
MRNA,moderna ,21.82,7177647280,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna,MRNA moderna 
EEFT,euronet worldwide ,138.15,7166011530,,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,EEFT euronet worldwide 
TRIP,tripadvisor ,51.59,7126447177,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip,TRIP tripadvisor 
AZPN,aspen technology ,102.22,7119197867,,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,AZPN aspen technology 
COLM,columbia sportswear company,103.75,7076216564,,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm,COLM columbia sportswear company
MSG,the madison square garden company,297.3,7063405023,,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg,MSG the madison square garden company
TER,teradyne ,40.46,7025040790,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter,TER teradyne 
NTNX,nutanix ,38.27,6968947788,,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx,NTNX nutanix 
TLRY,tilray ,72.5,6947827105,,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/tlry,TLRY tilray 
ROKU,roku ,62.79,6907409729,,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku,ROKU roku 
CRON,cronos group ,21,6899574696,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron,CRON cronos group 
PRAH,pra health sciences ,104.79,6867062547,,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/prah,PRAH pra health sciences 
PFPT,proofpoint ,123.56,6838995588,,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/pfpt,PFPT proofpoint 
FLIR,flir systems ,50.14,6799648455,,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir,FLIR flir systems 
CBSH,commerce bancshares ,60.79,6754902430,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,CBSH commerce bancshares 
NWL,newell brands ,15.56,6578768000,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl,NWL newell brands 
PBCT,people&#39;s united financial ,17.36,6555425183,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbct,PBCT people&#39;s united financial 
FIVE,five below ,116.94,6520554988,,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five,FIVE five below 
CG,the carlyle group lp,19.01,6462089774,,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg,CG the carlyle group lp
MLNX,mellanox technologies ltd,117.97,6431242611,,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx,MLNX mellanox technologies ltd
LOGI,logitech international sa,38.65,6406299417,,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi,LOGI logitech international sa
TIGO,millicom international cellular sa,62.76,6385153259,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo,TIGO millicom international cellular sa
LPLA,lpl financial holdings ,74.54,6294935723,,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla,LPLA lpl financial holdings 
IDTI,integrated device technology ,48.3,6244384356,,1984,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti,IDTI integrated device technology 
NKTR,nektar therapeutics,35.53,6185931428,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nktr,NKTR nektar therapeutics
MPWR,monolithic power systems ,141.1,6055447600,,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr,MPWR monolithic power systems 
RGLD,royal gold ,90.65,5939110611,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld,RGLD royal gold 
MOMO,momo ,38.5,5938635318,154250268,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo,MOMO momo 
GLIBA,gci liberty ,56.2,5932997751,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba,GLIBA gci liberty 
DNKN,dunkin&#39; brands group ,71.55,5912615388,,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn,DNKN dunkin&#39; brands group 
WWD,woodward ,95.11,5904673803,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd,WWD woodward 
CREE,cree ,56.87,5870363211,,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,CREE cree 
IUSG,ishares core s&p us growth etf,59.89,5854247500,,,,,https://www.nasdaq.com/symbol/iusg,IUSG ishares core s&p us growth etf
RP,realpage ,61.35,5741755703,,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp,RP realpage 
HTHT,huazhu group limited,39.04,5676420685,145400120,2010,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/htht,HTHT huazhu group limited
FSLR,first solar ,53.71,5633887462,,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr,FSLR first solar 
IJT,ishares s&p small-cap 600 growth etf,179.62,5631087000,,,,,https://www.nasdaq.com/symbol/ijt,IJT ishares s&p small-cap 600 growth etf
CONE,cyrusone ,51.87,5615333020,,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,CONE cyrusone 
VGSH,vanguard short-term treasury etf,60.19,5570511851,,,,,https://www.nasdaq.com/symbol/vgsh,VGSH vanguard short-term treasury etf
ESLT,elbit systems ltd,129.83,5550645619,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,ESLT elbit systems ltd
BPOP,popular ,55.37,5541068255,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bpop,BPOP popular 
LOPE,grand canyon education ,114.54,5525228398,,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lope,LOPE grand canyon education 
ARRS,arris international plc,31.66,5512516707,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,ARRS arris international plc
MLCO,melco resorts & entertainment limited,22.67,5480167679,241736554,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco,MLCO melco resorts & entertainment limited
FLEX,flex ltd,10.31,5375814724,,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex,FLEX flex ltd
ALKS,alkermes plc,34.02,5308453992,,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,ALKS alkermes plc
IUSV,ishares core s&p us value etf,55.28,5232252000,,,,,https://www.nasdaq.com/symbol/iusv,IUSV ishares core s&p us value etf
ARRY,array biopharma ,23.64,5158568464,,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,ARRY array biopharma 
BGNE,beigene ltd,135.99,5139088482,37790194,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bgne,BGNE beigene ltd
MORN,morningstar ,120.5,5131794232,,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn,MORN morningstar 
HQY,healthequity ,82.16,5125850498,,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/hqy,HQY healthequity 
PEGA,pegasystems ,65.25,5118382782,,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/pega,PEGA pegasystems 
ASND,ascendis pharma a/s,128.19,5086543820,39679724,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,ASND ascendis pharma a/s
MAT,mattel ,14.47,4997883477,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat,MAT mattel 
OLLI,ollie&#39;s bargain outlet holdings ,79.46,4996541423,,2015,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/olli,OLLI ollie&#39;s bargain outlet holdings 
NICE,nice ltd,118.99,4993071588,41962111,,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice,NICE nice ltd
ZNGA,zynga ,5.37,4970718628,,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/znga,ZNGA zynga 
NVCR,novocure limited,51.47,4889371444,,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr,NVCR novocure limited
FCNCA,first citizens bancshares ,424.24,4880034841,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca,FCNCA first citizens bancshares 
NXST,nexstar media group ,106.59,4876033310,,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst,NXST nexstar media group 
SYNH,syneos health ,46.92,4843360073,,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh,SYNH syneos health 
FGEN,fibrogen ,56.5,4834275092,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen,FGEN fibrogen 
ICUI,icu medical ,232.85,4773180275,,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icui,ICUI icu medical 
ENTG,entegris ,35.34,4768865794,,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,ENTG entegris 
NUAN,nuance communications ,16.7,4766481669,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan,NUAN nuance communications 
MKSI,mks instruments ,87.74,4755308479,,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi,MKSI mks instruments 
MDSO,medidata solutions ,76.21,4746127503,,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso,MDSO medidata solutions 
AVT,avnet ,43.76,4744803985,,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,AVT avnet 
VIRT,virtu financial ,24.96,4740688742,,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/virt,VIRT virtu financial 
HZNP,horizon pharma plc,27.89,4730682863,,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hznp,HZNP horizon pharma plc
LFUS,littelfuse ,191.14,4722368872,,,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus,LFUS littelfuse 
CASY,caseys general stores ,127.67,4676637256,,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy,CASY caseys general stores 
VSAT,viasat ,77.29,4674596817,,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat,VSAT viasat 
LIVN,livanova plc,95.84,4665977971,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn,LIVN livanova plc
BHF,brighthouse financial ,39.57,4616650537,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhf,BHF brighthouse financial 
TSG,the stars group ,16.64,4545892716,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg,TSG the stars group 
VNOM,viper energy partners lp,33.64,4541314420,,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/vnom,VNOM viper energy partners lp
GWPH,gw pharmaceuticals plc,169.32,4539282779,26808899,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gwph,GWPH gw pharmaceuticals plc
PNFP,pinnacle financial partners ,57.98,4495290865,,,Finance,Major Banks,https://www.nasdaq.com/symbol/pnfp,PNFP pinnacle financial partners 
SRCL,stericycle ,49.36,4477108076,,1996,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srcl,SRCL stericycle 
MCHI,ishares msci china etf,61.83,4451760000,,,,,https://www.nasdaq.com/symbol/mchi,MCHI ishares msci china etf
LSTR,landstar system ,109.27,4383569729,,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr,LSTR landstar system 
TREE,lendingtree ,340.68,4371098147,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,TREE lendingtree 
ONCE,spark therapeutics ,113.59,4313160194,,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once,ONCE spark therapeutics 
HPT,hospitality properties trust,26.05,4283706519,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hpt,HPT hospitality properties trust
TXRH,texas roadhouse ,59.71,4280497227,,2004,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/txrh,TXRH texas roadhouse 
CARG,cargurus ,38.52,4267625369,,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/carg,CARG cargurus 
TNDM,tandem diabetes care ,73.15,4222043757,,2013,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm,TNDM tandem diabetes care 
COMM,commscope holding company ,21.8,4193890060,,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,COMM commscope holding company 
LOGM,logmein ,81.99,4168330359,,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm,LOGM logmein 
JCOM,j2 global ,85.28,4157924046,,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom,JCOM j2 global 
GT,the goodyear tire & rubber company,17.9,4157525833,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt,GT the goodyear tire & rubber company
FFIN,first financial bankshares ,61.17,4148348395,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin,FFIN first financial bankshares 
TQQQ,proshares ultrapro qqq,55.32,4096446000,,,,,https://www.nasdaq.com/symbol/tqqq,TQQQ proshares ultrapro qqq
YY,yy ,82.72,4095661840,49512353,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/yy,YY yy 
LITE,lumentum holdings ,53.5,4071350000,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite,LITE lumentum holdings 
WMGI,wright medical group nv,32.33,4068976467,,2011,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/wmgi,WMGI wright medical group nv
PS,pluralsight ,29.41,4043537344,,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ps,PS pluralsight 
